k2,MeanSim,Meanerr,cv2Sim,cv2err
-3.0,0.9460263000000019,0.0030727089446518363,0.027462511191820797,0.000939605359643084
-2.877551020408163,0.9524358999999953,0.0029474364257319197,0.02492993792651195,0.0008453077790337172
-2.7551020408163267,0.9576679999999965,0.0028353507201189787,0.02281851826192571,0.0007676022018721471
-2.63265306122449,0.961587699999992,0.0027423965470000367,0.02117320126683614,0.0007076500810251269
-2.510204081632653,0.9679924000000003,0.002633940035703941,0.019273992694897372,0.0006391283747814014
-2.387755102040816,0.9723548000000013,0.002523920204299479,0.01753902849108775,0.0005771994827359544
-2.2653061224489797,0.9762684999999938,0.0024596250028723343,0.01652353873244442,0.0005412599961658337
-2.142857142857143,0.9796325999999949,0.0023461164500792053,0.014930573477250804,0.0004853610658388215
-2.020408163265306,0.9828125999999953,0.0022785014937098946,0.013991395138724315,0.00045268840273428817
-1.8979591836734695,0.985244000000001,0.002142551791664893,0.01231059030279441,0.00039476810728480624
-1.7755102040816326,0.990196,0.0020651887425080506,0.01132350772586112,0.0003610992912348241
-1.653061224489796,0.9888991999999991,0.0019322031789603678,0.009938145515417118,0.00031430242252927586
-1.5306122448979593,0.9903115999999951,0.001844111240876467,0.009026810300874634,0.0002838244134400656
-1.4081632653061225,0.9919255999999946,0.00176715251216919,0.008262161600540302,0.0002584499262802812
-1.2857142857142858,0.9944743999999973,0.0016973858369829786,0.007583640729412662,0.00023609170800671013
-1.163265306122449,0.9946740999999983,0.001623568423893329,0.006935589673813514,0.00021488259965560553
-1.0408163265306123,0.9949232999999976,0.0015205186122676517,0.00608006323035483,0.00018711170189310275
-0.9183673469387754,0.9975910999999982,0.0014522589987524537,0.00551679490241704,0.00016897726567980696
-0.795918367346939,0.9969396999999992,0.0014123965383726622,0.005224916152091557,0.00015962923907359797
-0.6734693877551021,0.9981198999999981,0.0013350503723164042,0.004657294419974829,0.00014155011217407905
-0.5510204081632653,0.9978059999999986,0.0012963457475551055,0.004393931585007271,0.00013320849004769397
-0.4285714285714288,0.998866799999998,0.0012328124631449944,0.003965360659070164,0.00011970035409952346
-0.30612244897959195,0.9989256999999987,0.0011892696106489131,0.0036897597388571373,0.00011105871936879806
-0.18367346938775508,1.0000578000000002,0.0011605816901412158,0.003505944560255624,0.00010531543926518303
-0.06122448979591866,0.9996088999999998,0.001116131007224741,0.00324544262959415,9.720493984561621e-05
0.06122448979591821,0.9991027999999995,0.001082655867614024,0.00305678105948235,9.135291890625313e-05
0.18367346938775508,0.9999746999999983,0.0010438612995058438,0.002836686794445699,8.454986650100785e-05
0.30612244897959195,1.0001430000000007,0.0010384803561078737,0.0028065720140120435,8.362108411194013e-05
0.4285714285714284,1.0004779999999946,0.0010206288676171127,0.002709096201046382,8.061825722742104e-05
0.5510204081632653,1.0003989999999985,0.0010055174940011291,0.00262988393294106,7.818200322369717e-05
0.6734693877551021,1.000769399999998,0.0009961277469752172,0.002579086199038562,7.662155689021946e-05
0.7959183673469385,1.001081799999998,0.000995923122225184,0.0025764179557113704,7.653963277533825e-05
0.9183673469387754,1.0007825999999969,0.000985931695676845,0.0025264923240716345,7.500750942047554e-05
1.0408163265306118,1.0011660000000029,0.0009848468258573106,0.0025190048998450323,7.477785987784757e-05
1.1632653061224492,1.0017894999999983,0.0009805866094327875,0.002494151235432018,7.401579968422967e-05
1.2857142857142856,1.0027403999999982,0.0009880951569003482,0.002527693045347356,7.504434023650407e-05
1.408163265306122,1.002164999999999,0.001005978083539194,0.002623024782982007,7.797121153889612e-05
1.5306122448979593,1.002113600000002,0.0010208367933031148,0.002701360436402049,8.038017890242365e-05
1.6530612244897958,1.0019448000000006,0.0010355055208752795,0.0027804882493714573,8.281703059182527e-05
1.7755102040816322,1.0017310999999975,0.0010394700714642102,0.0028030153930793454,8.351142607290453e-05
1.8979591836734695,1.0023307000000052,0.0010942817407442185,0.003102701948266749,9.277560037189835e-05
2.020408163265306,1.0038576999999973,0.0011250236722808449,0.0032695112075657325,9.795284641315094e-05
2.1428571428571423,1.0028605999999973,0.0011477965390231937,0.003409985255973404,0.00010232384196698649
2.2653061224489797,1.0036143999999985,0.0011971507689139127,0.003703972448326266,0.00011150347995411881
2.387755102040816,1.0040066999999973,0.0012356148416170498,0.003942728102575542,0.00011898934279969741
2.5102040816326525,1.0041993999999985,0.0012914243356316746,0.004305284294389858,0.00013040759556932828
2.63265306122449,1.005407299999997,0.0013549955547011994,0.004728196208765716,0.00014380096074923117
2.7551020408163263,1.0075963000000003,0.0014287098180014723,0.005233819587700218,0.00015991388264974363
2.8775510204081627,1.006689499999998,0.0015138689357820923,0.005886935739586741,0.00018088019140228678
3.0,1.0067831999999983,0.001601794976473725,0.006589398195986444,0.00020361294628928382
